z,P
10000.,3.0362327579344703e-7
20000.,3.023291395155177e-7
30000.,3.0114221398088463e-7
40000.,3.0000869352353753e-7
50000.,2.989090614114786e-7
60000.,2.97833724349578e-7
70000.,2.9677715868009583e-7
80000.,2.957358518233741e-7
90000.,2.9470741099149775e-7
100000.,2.9369012142423994e-7
110000.,2.9268270534104174e-7
120000.,2.916841805568502e-7
130000.,2.9069377273403504e-7
140000.,2.8971085838841866e-7
150000.,2.887349264578226e-7
160000.,2.877655515606476e-7
170000.,2.868023748845253e-7
180000.,2.8584509020969556e-7
190000.,2.848934334802665e-7
200000.,2.839471748843575e-7
210000.,2.8300611274469927e-7
220000.,2.8207006873964253e-7
230000.,2.8113888411771663e-7
240000.,2.802124166650523e-7
250000.,2.792905382508599e-7
260000.,2.783731328220526e-7
270000.,2.7746009475076804e-7
280000.,2.765513274618431e-7
290000.,2.756467422845665e-7
300000.,2.747462574855196e-7
310000.,2.738497974488803e-7
320000.,2.7295729197764156e-7
330000.,2.720686756946904e-7
340000.,2.711838875268479e-7
350000.,2.7030287025827476e-7
360000.,2.6942557014218805e-7
370000.,2.685519365618516e-7
380000.,2.6768192173342016e-7
390000.,2.668154804444966e-7
400000.,2.65952569823282e-7
410000.,2.6509314913406476e-7
420000.,2.642371795954807e-7
430000.,2.6338462421849126e-7
440000.,2.625354476615494e-7
450000.,2.6168961610076854e-7
460000.,2.6084709711322963e-7
470000.,2.600078595718475e-7
480000.,2.591718735504092e-7
490000.,2.5833911023763655e-7
500000.,2.5750954185919307e-7
510000.,2.5668314160681483e-7
520000.,2.5585988357373307e-7
530000.,2.550397426957456e-7
540000.,2.542226946973392e-7
550000.,2.534087160423253e-7
560000.,2.525977838885704e-7
570000.,2.517898760463593e-7
580000.,2.5098497094009123e-7
590000.,2.5018304757296e-7
600000.,2.4938408549433057e-7
610000.,2.4858806476959163e-7
620000.,2.477949659522291e-7
630000.,2.470047700579426e-7
640000.,2.462174585406039e-7
650000.,2.4543301326992353e-7
660000.,2.4465141651065474e-7
670000.,2.438726509032185e-7
680000.,2.4309669944564435e-7
690000.,2.4232354547667124e-7
700000.,2.4155317265999363e-7
710000.,2.407855649694729e-7
720000.,2.4002070667531896e-7
730000.,2.392585823311117e-7
740000.,2.384991767616299e-7
750000.,2.3774247505139832e-7
760000.,2.3698846253394372e-7
770000.,2.3623712478165415e-7
780000.,2.3548844759625312e-7
790000.,2.3474241699979335e-7
800000.,2.3399901922617108e-7
810000.,2.332582407131104e-7
820000.,2.3252006809459394e-7
830000.,2.317844881936832e-7
840000.,2.3105148801574467e-7
850000.,2.3032105474202087e-7
860000.,2.295931757235336e-7
870000.,2.2886783847531559e-7
880000.,2.281450306709152e-7
890000.,2.2742474013718826e-7
900000.,2.2670695484934507e-7
910000.,2.2599166292624092e-7
920000.,2.252788526258864e-7
930000.,2.2456851234117985e-7
940000.,2.2386063059584096e-7
950000.,2.2315519604052329e-7
960000.,2.2245219744911597e-7
970000.,2.2175162371521114e-7
980000.,2.2105346384872699e-7
990000.,2.2035770697267659e-7
1.e6,2.19664342320094e-7
1.01e6,2.1897335923107458e-7
1.02e6,2.182847471499539e-7
1.03e6,2.175984956225997e-7
1.04e6,2.1691459429382556e-7
1.05e6,2.162330329049018e-7
1.06e6,2.1555380129117003e-7
1.07e6,2.1487688937976512e-7
1.08e6,2.1420228718741081e-7
1.09e6,2.1352998481831461e-7
1.1e6,2.128599724621438e-7
1.11e6,2.1219224039207556e-7
1.12e6,2.1152677896292423e-7
1.13e6,2.1086357860933788e-7
1.14e6,2.1020262984406552e-7
1.15e6,2.095439232562846e-7
1.16e6,2.0888744950999218e-7
1.17e6,2.0823319934245438e-7
1.18e6,2.075811635627083e-7
1.19e6,2.069313330501266e-7
1.2e6,2.0628369875301323e-7
1.21e6,2.056382516872706e-7
1.22e6,2.0499498293509703e-7
1.23e6,2.04353883643734e-7
1.24e6,2.0371494502425795e-7
1.25e6,2.030781583504024e-7
1.26e6,2.024435149574317e-7
1.27e6,2.0181100624104011e-7
1.28e6,2.0118062365630213e-7
1.29e6,2.0055235871662914e-7
1.3e6,1.9992620299279202e-7
1.31e6,1.9930214811194382e-7
1.32e6,1.9868018575669965e-7
1.33e6,1.9806030766422303e-7
1.34e6,1.9744250562534964e-7
1.35e6,1.9682677148374505e-7
1.36e6,1.9621309713506146e-7
1.37e6,1.9560147452615773e-7
1.38e6,1.9499189565429922e-7
1.39e6,1.9438435256642277e-7
1.4e6,1.9377883735839036e-7
1.41e6,1.9317534217427116e-7
1.42e6,1.925738592056641e-7
1.43e6,1.9197438069100937e-7
1.44e6,1.9137689891493646e-7
1.45e6,1.9078140620762886e-7
1.46e6,1.9018789494419932e-7
1.47e6,1.8959635754408491e-7
1.48e6,1.890067864704657e-7
1.49e6,1.8841917422967723e-7
1.5e6,1.8783351337066563e-7
1.51e6,1.8724979648443444e-7
1.52e6,1.866680162035198e-7
1.53e6,1.8608816520146822e-7
1.54e6,1.8551023619233636e-7
1.55e6,1.8493422193019137e-7
1.56e6,1.8436011520863942e-7
1.57e6,1.8378790886035237e-7
1.58e6,1.832175957566106e-7
1.59e6,1.8264916880685406e-7
1.6e6,1.8208262095824978e-7
1.61e6,1.81517945195263e-7
1.62e6,1.8095513453924243e-7
1.63e6,1.8039418204800876e-7
1.64e6,1.798350808154614e-7
1.65e6,1.7927782397118618e-7
1.66e6,1.7872240468007753e-7
1.67e6,1.7816881614196045e-7
1.68e6,1.7761705159123246e-7
1.69e6,1.7706710429650437e-7
1.7e6,1.7651896756025015e-7
1.71e6,1.7597263471846428e-7
1.72e6,1.7542809914033027e-7
1.73e6,1.7488535422789226e-7
1.74e6,1.7434439341573008e-7
1.75e6,1.7380521017064996e-7
1.76e6,1.7326779799136878e-7
1.77e6,1.727321504082223e-7
1.78e6,1.7219826098285548e-7
1.79e6,1.7166612330794382e-7
1.8e6,1.7113573100690028e-7
1.81e6,1.7060707773359928e-7
1.82e6,1.700801571721009e-7
1.83e6,1.695549630363809e-7
1.84e6,1.6903148907006826e-7
1.85e6,1.6850972904618512e-7
1.86e6,1.6798967676688598e-7
1.87e6,1.6747132606321915e-7
1.88e6,1.6695467079487072e-7
1.89e6,1.6643970484992857e-7
1.9e6,1.659264221446387e-7
1.91e6,1.6541481662317836e-7
1.92e6,1.6490488225742943e-7
1.93e6,1.6439661304673765e-7
1.94e6,1.6389000301771287e-7
1.95e6,1.6338504622399134e-7
1.96e6,1.6288173674603254e-7
1.97e6,1.6238006869090605e-7
1.98e6,1.6188003619208364e-7
1.99e6,1.6138163340923423e-7
2.e6,1.6088485452802335e-7
2.01e6,1.603896937599168e-7
2.02e6,1.5989614534198618e-7
2.03e6,1.59404203536713e-7
2.04e6,1.589138626318053e-7
2.05e6,1.5842511694000804e-7
2.06e6,1.5793796079892318e-7
2.07e6,1.5745238857082567e-7
2.08e6,1.5696839464248985e-7
2.09e6,1.564859734250112e-7
2.1e6,1.560051193536334e-7
2.11e6,1.5552582688758062e-7
2.12e6,1.550480905098891e-7
2.13e6,1.5457190472724109e-7
2.14e6,1.5409726406980228e-7
2.15e6,1.5362416309106044e-7
2.16e6,1.5315259636766912e-7
2.17e6,1.5268255849928762e-7
2.18e6,1.5221404410842886e-7
2.19e6,1.5174704784030722e-7
2.2e6,1.5128156436268826e-7
2.21e6,1.5081758836573997e-7
2.22e6,1.503551145618863e-7
2.23e6,1.498941376856627e-7
2.24e6,1.494346524935753e-7
2.25e6,1.489766537639585e-7
2.26e6,1.485201362968323e-7
2.27e6,1.4806509491377543e-7
2.28e6,1.4761152445777772e-7
2.29e6,1.4715941979311598e-7
2.3e6,1.4670877580521252e-7
2.31e6,1.462595874005136e-7
2.32e6,1.4581184950635435e-7
2.33e6,1.453655570708328e-7
2.34e6,1.449207050626829e-7
2.35e6,1.4447728847115121e-7
2.36e6,1.440353023058749e-7
2.37e6,1.4359474159675623e-7
2.38e6,1.431556013938444e-7
2.39e6,1.4271787676721798e-7
2.4e6,1.4228156280686154e-7
2.41e6,1.4184665462255765e-7
2.42e6,1.4141314734376496e-7
2.43e6,1.409810361195063e-7
2.44e6,1.4055031611825616e-7
2.45e6,1.401209825278321e-7
2.46e6,1.3969303055527847e-7
2.47e6,1.3926645542676207e-7
2.48e6,1.3884125238746236e-7
2.49e6,1.3841741670146633e-7
2.5e6,1.3799494365166058e-7
2.51e6,1.375738285396261e-7
2.52e6,1.3715406668554023e-7
2.53e6,1.3673565342806493e-7
2.54e6,1.363185841242555e-7
2.55e6,1.3590285414945197e-7
2.56e6,1.3548845889718457e-7
2.57e6,1.3507539377907164e-7
2.58e6,1.346636542247245e-7
2.59e6,1.3425323568165155e-7
2.6e6,1.3384413361515818e-7
2.61e6,1.3343634350825818e-7
2.62e6,1.3302986086157385e-7
2.63e6,1.3262468119324852e-7
2.64e6,1.3222080003885098e-7
2.65e6,1.3181821295128242e-7
2.66e6,1.3141691550069116e-7
2.67e6,1.3101690327437995e-7
2.68e6,1.3061817187671631e-7
2.69e6,1.3022071692904944e-7
2.7e6,1.2982453406961151e-7
2.71e6,1.2942961895344785e-7
2.72e6,1.2903596725231537e-7
2.73e6,1.2864357465461167e-7
2.74e6,1.2825243686527785e-7
2.75e6,1.278625496057213e-7
2.76e6,1.274739086137355e-7
2.77e6,1.270865096434154e-7
2.78e6,1.267003484650725e-7
2.79e6,1.2631542086516003e-7
2.8e6,1.2593172264618753e-7
2.81e6,1.25549249626648e-7
2.82e6,1.2516799764093285e-7
2.83e6,1.2478796253925597e-7
2.84e6,1.2440914018758018e-7
2.85e6,1.240315264675331e-7
2.86e6,1.2365511727633701e-7
2.87e6,1.232799085267312e-7
2.88e6,1.229058961468978e-7
2.89e6,1.22533076080383e-7
2.9e6,1.2216144428603186e-7
2.91e6,1.2179099673790672e-7
2.92e6,1.2142172942521947e-7
2.93e6,1.2105363835225708e-7
2.94e6,1.20686719538312e-7
2.95e6,1.203209690176085e-7
2.96e6,1.1995638283923593e-7
2.97e6,1.1959295706707342e-7
2.98e6,1.1923068777972884e-7
2.99e6,1.1886957107045961e-7
3.e6,1.1850960304711307e-7
3.01e6,1.1815077983205267e-7
3.02e6,1.177930975620941e-7
3.03e6,1.1743655238843876e-7
3.04e6,1.1708114047660182e-7
3.05e6,1.1672685800635435e-7
3.06e6,1.1637370117165254e-7
3.07e6,1.1602166618057263e-7
3.08e6,1.1567074925525096e-7
3.09e6,1.1532094663181197e-7
3.1e6,1.1497225456031416e-7
3.11e6,1.1462466930467955e-7
3.12e6,1.1427818714263254e-7
3.13e6,1.1393280436564134e-7
3.14e6,1.1358851727884937e-7
3.15e6,1.1324532220102144e-7
3.16e6,1.129032154644767e-7
3.17e6,1.1256219341503115e-7
3.18e6,1.1222225241193398e-7
3.19e6,1.1188338882781503e-7
3.2e6,1.1154559904861628e-7
3.21e6,1.1120887947353786e-7
3.22e6,1.1087322651498062e-7
3.23e6,1.105386365984829e-7
3.24e6,1.1020510616266781e-7
3.25e6,1.0987263165918299e-7
3.26e6,1.0954120955264272e-7
3.27e6,1.0921083632057486e-7
3.28e6,1.0888150845335895e-7
3.29e6,1.0855322245417634e-7
3.3e6,1.08225974838948e-7
3.31e6,1.0789976213628529e-7
3.32e6,1.0757458088743191e-7
3.33e6,1.0725042764620706e-7
3.34e6,1.0692729897895694e-7
3.35e6,1.0660519146449475e-7
3.36e6,1.0628410169405202e-7
3.37e6,1.0596402627122065e-7
3.38e6,1.0564496181190426e-7
3.39e6,1.0532690494426288e-7
3.4e6,1.0500985230866119e-7
3.41e6,1.0469380055761619e-7
3.42e6,1.0437874635574771e-7
3.43e6,1.0406468637972231e-7
3.44e6,1.0375161731820861e-7
3.45e6,1.0343953587181957e-7
3.46e6,1.0312843875306728e-7
3.47e6,1.0281832268631169e-7
3.48e6,1.025091844077073e-7
3.49e6,1.0220102066515893e-7
3.5e6,1.0189382821826797e-7
3.51e6,1.0158760383828517e-7
3.52e6,1.0128234430806317e-7
3.53e6,1.0097804642200467e-7
3.54e6,1.0067470698601787e-7
3.55e6,1.0037232281746612e-7
3.56e6,1.0007089074512102e-7
3.57e6,9.97704076091147e-8
3.58e6,9.947087026089457e-8
3.59e6,9.917227556317392e-8
3.6e6,9.887462038988753e-8
3.61e6,9.857790162614229e-8
3.62e6,9.828211616817462e-8
3.63e6,9.798726092330429e-8
3.64e6,9.769333280988562e-8
3.65e6,9.74003287572654e-8
3.66e6,9.710824570573708e-8
3.67e6,9.681708060649605e-8
3.68e6,9.652683042159364e-8
3.69e6,9.62374921238955e-8
3.7e6,9.594906269703395e-8
3.71e6,9.566153913536854e-8
3.72e6,9.53749184439376e-8
3.73e6,9.508919763842133e-8
3.74e6,9.480437374509021e-8
3.75e6,9.452044380076942e-8
3.76e6,9.423740485279296e-8
